Time (s),X,Y,Vx,Vy,Ax,Ay
69.70,1421,591,-38.57,28.82,35.49,19.45
69.73,1420,592,-41.43,35.57,-85.80,202.59
69.77,1419,593,-34.08,20.99,220.50,-437.31
69.80,1417,594,-38.74,28.42,-139.97,222.75
69.83,1416,595,-43.95,29.56,-156.12,34.39
69.87,1415,595,-36.28,22.57,230.05,-209.89
69.90,1413,596,-42.83,32.40,-196.66,294.93
69.93,1412,597,-39.57,28.13,97.89,-128.05
69.97,1411,598,-39.60,28.16,-0.88,0.82
70.00,1409,599,-42.39,22.95,-83.72,-156.28
70.03,1408,600,-42.52,32.37,-3.85,282.73
70.07,1406,601,-40.19,22.61,69.87,-292.84
70.10,1405,602,-41.80,30.32,-48.45,231.21
70.13,1404,603,-41.79,36.08,0.33,172.76
70.17,1402,604,-40.71,22.91,32.41,-394.90
70.20,1401,605,-40.93,29.36,-6.59,193.36
70.23,1399,606,-45.42,36.75,-134.80,221.65
70.27,1398,607,-41.48,30.43,118.21,-189.57
70.30,1397,608,-37.80,23.48,110.63,-208.47
70.33,1395,609,-47.83,37.47,-301.03,419.73
70.37,1394,610,-37.71,23.63,303.66,-415.12
70.40,1392,611,-50.72,38.77,-390.23,454.23
70.43,1391,612,-36.62,23.48,422.86,-458.79
70.47,1389,613,-50.80,40.22,-425.50,502.13
70.50,1388,614,-39.09,30.68,351.45,-286.14
70.53,1387,615,-44.86,32.38,-173.25,51.03
70.57,1385,617,-44.99,32.63,-3.74,7.64
70.60,1384,618,-40.05,32.27,148.21,-10.88
70.63,1382,619,-50.68,42.00,-318.82,291.96
70.67,1381,620,-42.64,32.02,241.04,-299.54
70.70,1379,621,-45.71,32.51,-92.18,14.78
70.73,1378,622,-41.48,32.52,127.11,0.22
70.77,1376,623,-45.91,32.56,-132.93,1.10
70.80,1375,625,-49.79,45.92,-116.35,400.78
70.83,1373,626,-47.12,32.26,79.87,-409.68
70.87,1372,627,-38.89,22.62,246.97,-289.32
70.90,1370,628,-51.42,43.18,-375.95,616.88
70.93,1369,629,-37.69,23.37,411.99,-594.36
70.97,1367,630,-53.81,42.02,-483.51,559.53
71.00,1365,631,-45.89,30.51,237.52,-345.30
71.03,1364,633,-52.60,45.28,-201.16,443.13
71.07,1362,634,-44.25,32.05,250.38,-396.72
71.10,1361,635,-38.88,21.35,160.95,-321.19
71.13,1359,636,-55.68,43.96,-503.94,678.41
71.17,1357,638,-49.90,42.46,173.58,-44.93
71.20,1356,639,-46.92,34.35,89.32,-243.46
71.23,1354,639,-44.00,21.63,87.56,-381.61
71.27,1353,641,-47.41,33.95,-102.39,369.74
71.30,1351,642,-52.23,43.31,-144.36,280.65
71.33,1349,643,-48.53,33.61,110.85,-290.81
71.37,1348,644,-45.80,32.86,81.85,-22.74
71.40,1346,645,-48.15,32.00,-70.42,-25.76
71.43,1345,646,-48.70,34.10,-16.59,63.17
71.47,1343,648,-55.41,46.39,-201.27,368.48
71.50,1341,649,-49.80,33.27,168.31,-393.53
71.53,1339,651,-56.59,46.42,-203.69,394.41
71.57,1338,652,-46.01,35.11,317.50,-339.26
71.60,1336,653,-44.43,23.99,47.24,-333.44
71.63,1334,654,-54.53,44.11,-302.78,603.64
71.67,1333,655,-48.20,34.28,189.84,-295.09
71.70,1331,657,-57.11,47.45,-267.30,395.18
71.73,1329,658,-51.67,35.17,163.04,-368.48
71.77,1327,659,-55.74,44.64,-122.17,284.33
71.80,1326,661,-49.89,36.29,175.78,-250.76
71.83,1324,661,-44.35,26.40,166.11,-296.47
71.87,1322,663,-55.35,48.19,-330.14,653.58
71.90,1320,665,-55.91,47.12,-16.59,-32.19
71.93,1319,666,-49.78,34.64,183.80,-374.41
71.97,1317,667,-50.15,35.32,-11.10,20.60
72.00,1315,669,-55.52,48.76,-161.28,403.03
72.03,1314,670,-50.78,34.93,142.38,-414.68
72.07,1312,671,-55.95,44.03,-155.02,272.90
72.10,1310,672,-51.68,37.27,128.10,-202.70
72.13,1308,674,-52.71,36.74,-30.87,-16.15
72.17,1307,675,-50.58,34.87,63.72,-55.92
72.20,1305,676,-54.99,46.86,-132.28,359.64
72.23,1303,678,-53.06,36.60,57.90,-307.95
72.27,1301,679,-57.04,46.05,-119.31,283.67
72.30,1299,681,-53.90,39.44,94.04,-198.41
72.33,1297,682,-56.76,46.83,-85.80,221.81
72.37,1296,683,-50.99,37.13,173.03,-291.08
72.40,1294,685,-51.20,37.66,-6.15,15.93
72.43,1292,686,-53.75,38.58,-76.57,27.52
72.47,1290,687,-54.62,46.84,-25.93,248.02
72.50,1289,689,-49.94,35.54,140.19,-339.20
72.53,1287,690,-56.17,44.94,-186.66,281.96
72.57,1285,691,-53.46,35.92,81.08,-270.48
72.60,1283,693,-57.76,49.37,-128.98,403.36
72.63,1281,694,-52.35,34.15,162.49,-456.48
72.67,1279,695,-55.49,37.13,-94.37,89.37
72.70,1277,697,-59.26,46.21,-113.16,272.46
72.73,1276,698,-52.58,33.53,200.50,-380.51
72.77,1274,699,-55.28,43.95,-81.08,312.62
72.80,1272,701,-52.33,35.23,88.66,-261.64
72.83,1270,702,-56.41,35.17,-122.39,-1.81
72.87,1268,703,-63.07,47.78,-199.95,378.53
72.90,1266,705,-54.17,39.40,267.19,-251.59
72.93,1265,706,-53.09,35.16,32.41,-127.22
72.97,1262,707,-64.65,48.93,-346.95,413.31
73.00,1260,709,-63.36,49.99,38.67,31.75
73.03,1259,710,-52.16,37.42,336.07,-377.00
73.07,1257,712,-62.57,50.10,-312.45,380.40
73.10,1255,713,-56.35,37.18,186.66,-387.71
73.13,1253,715,-54.54,38.92,54.49,52.08
73.17,1251,716,-62.71,48.54,-245.32,288.78
73.20,1249,718,-64.47,52.63,-52.62,122.55
73.23,1247,719,-54.73,36.83,292.13,-473.84
73.27,1245,721,-62.96,53.12,-246.86,488.51
73.30,1243,723,-63.37,51.88,-12.30,-36.97
73.33,1241,724,-55.71,38.43,229.83,-403.53
73.37,1238,726,-67.38,51.94,-350.02,405.12
73.40,1237,727,-57.92,38.20,283.67,-412.10
73.43,1234,729,-64.20,51.46,-188.53,397.81
73.47,1232,730,-60.52,39.26,110.63,-366.06
73.50,1230,732,-65.20,50.76,-140.52,345.14
73.53,1228,733,-57.94,38.56,217.75,-366.12
73.57,1226,735,-67.43,51.60,-284.55,391.22
73.60,1224,736,-57.48,37.66,298.39,-418.08
73.63,1222,737,-60.18,38.37,-81.08,21.15
73.67,1220,739,-65.96,50.75,-173.25,371.45
73.70,1218,741,-64.64,51.23,39.55,14.23
73.73,1216,742,-65.48,40.25,-25.16,-329.26
73.77,1213,744,-65.60,49.33,-3.63,272.30
73.80,1211,745,-66.65,49.93,-31.53,18.07
73.83,1209,746,-55.68,24.26,329.26,-770.20
73.87,1207,748,-66.29,53.89,-318.38,889.07
73.90,1205,750,-68.83,51.85,-76.14,-61.19
73.93,1202,751,-71.32,50.17,-74.93,-50.54
73.97,1200,753,-66.17,52.12,154.69,58.72
74.00,1198,754,-63.54,38.70,78.88,-402.59
74.03,1196,756,-62.01,38.94,45.92,6.98
74.07,1194,757,-71.03,51.14,-270.59,365.95
74.10,1191,759,-67.38,52.53,109.42,41.91
74.13,1189,760,-64.48,39.43,86.90,-393.04
74.17,1187,762,-68.81,52.43,-129.75,389.90
74.20,1185,763,-62.56,38.07,187.54,-430.88
74.23,1182,765,-70.73,53.02,-245.32,448.57
74.27,1180,767,-68.81,51.64,57.57,-41.20
74.30,1178,768,-61.57,40.40,217.31,-337.45
74.33,1176,770,-69.09,52.00,-225.66,348.10
74.37,1174,771,-63.95,38.88,154.25,-393.53
74.40,1171,773,-70.59,53.16,-199.29,428.30
74.43,1169,775,-67.95,54.84,79.32,50.43
74.47,1167,776,-62.96,36.84,149.85,-539.98
74.50,1165,778,-69.17,53.56,-186.44,501.64
74.53,1163,779,-64.41,39.55,142.82,-420.39
74.57,1160,781,-71.97,55.53,-226.76,479.39
74.60,1158,783,-67.04,54.07,147.77,-43.89
74.63,1156,785,-72.37,53.99,-159.85,-2.36
74.67,1153,786,-64.90,39.49,224.23,-434.78
74.70,1151,787,-64.32,39.52,17.14,0.82
74.73,1149,790,-76.97,70.20,-379.25,920.27
74.77,1146,791,-65.08,41.27,356.51,-867.92
74.80,1144,793,-71.95,54.42,-206.10,394.52
74.83,1142,795,-69.75,56.72,66.03,68.99
74.87,1140,796,-63.88,40.09,176.22,-498.94
74.90,1137,798,-76.35,57.28,-374.19,515.81
74.93,1135,800,-71.91,57.65,133.15,11.26
74.97,1132,802,-75.99,56.80,-122.28,-25.76
75.00,1130,804,-68.38,56.13,228.41,-19.83
75.03,1127,806,-72.33,57.02,-118.65,26.59
75.07,1125,807,-70.96,56.45,41.09,-17.14
75.10,1123,809,-64.46,41.58,195.01,-446.04
75.13,1120,811,-80.71,73.20,-487.57,948.50
75.17,1118,813,-73.91,58.43,204.13,-442.91
75.20,1115,815,-70.33,42.94,107.23,-464.94
75.23,1113,817,-71.64,56.24,-39.11,399.19
75.27,1110,818,-77.19,58.39,-166.44,64.27
75.30,1108,820,-73.86,57.38,99.76,-30.10
75.33,1105,822,-76.71,58.10,-85.47,21.53
75.37,1103,824,-65.98,42.73,322.01,-461.15
75.40,1100,826,-83.34,72.27,-520.97,886.38
75.43,1098,828,-70.73,45.19,378.48,-812.55
75.47,1095,830,-81.46,73.72,-322.12,855.94
75.50,1093,832,-72.41,57.15,271.47,-496.97
75.53,1090,834,-75.11,58.02,-80.75,25.93
75.57,1088,835,-66.09,41.37,270.37,-499.49
75.60,1086,838,-80.84,76.68,-442.31,1059.47
75.63,1083,839,-71.21,40.28,288.72,-1092.21
75.67,1081,842,-78.48,74.86,-217.97,1037.49
75.70,1078,844,-75.74,59.30,82.18,-466.97
75.73,1076,845,-65.21,40.06,315.97,-577.06
75.77,1073,847,-75.01,58.54,-293.99,554.53
75.80,1071,849,-73.10,59.10,57.35,16.64
75.83,1069,851,-73.25,58.09,-4.61,-30.38
75.87,1066,853,-74.16,58.80,-27.25,21.26
75.90,1064,855,-71.73,58.31,72.95,-14.45
75.93,1061,857,-73.82,58.12,-62.84,-5.77
75.97,1059,859,-72.60,57.87,36.47,-7.47
76.00,1056,860,-69.75,41.27,85.69,-498.18
76.03,1054,863,-79.58,75.80,-294.87,1036.07
76.07,1051,864,-70.10,41.63,284.22,-1025.08
76.10,1049,866,-79.66,75.69,-286.74,1021.67
76.13,1046,868,-76.62,58.21,91.19,-524.38
76.17,1044,870,-64.46,40.28,364.75,-537.95
76.20,1042,872,-73.14,58.71,-260.16,553.11
76.23,1039,874,-71.65,58.01,44.60,-21.09
76.27,1037,876,-70.46,56.92,35.71,-32.79
76.30,1034,877,-75.90,58.37,-163.26,43.45
76.33,1032,879,-71.44,57.03,133.92,-40.21
76.37,1030,881,-74.14,56.12,-81.08,-27.14
76.40,1027,883,-71.51,57.44,78.88,39.61
76.43,1025,884,-66.80,38.61,141.39,-565.03
76.47,1023,886,-72.97,56.62,-185.17,540.42
76.50,1020,888,-74.21,56.74,-37.24,3.46
76.53,1018,890,-72.17,56.90,61.25,4.78
76.57,1015,892,-75.73,57.16,-106.90,8.02
76.60,1013,893,-65.47,37.14,307.78,-600.79
76.63,1011,895,-71.00,56.68,-165.78,586.18
76.67,1008,897,-73.98,57.96,-89.43,38.40
76.70,1006,899,-68.44,57.49,166.33,-13.90
76.73,1004,900,-62.91,36.91,165.78,-617.43
76.77,1001,902,-74.18,57.96,-338.21,631.33
76.80,999,903,-61.98,37.10,365.95,-625.73
76.83,997,906,-78.41,77.92,-492.85,1224.48
76.87,994,908,-71.07,58.26,220.39,-589.80
76.90,992,909,-61.18,36.03,296.52,-666.82
76.93,990,911,-69.04,57.84,-235.82,654.40
76.97,988,913,-70.06,57.84,-30.60,-0.11
77.00,985,915,-69.82,58.38,7.42,16.31
77.03,983,917,-67.71,57.20,63.28,-35.54
77.07,981,919,-69.07,58.50,-40.87,39.06
77.10,978,920,-65.80,36.43,98.00,-661.98
77.13,976,922,-67.98,58.16,-65.26,651.82
77.17,974,924,-67.11,57.45,26.15,-21.37
77.20,972,926,-67.72,57.51,-18.29,1.92
77.23,969,928,-66.75,56.22,28.84,-38.67
77.27,967,929,-60.36,36.83,191.88,-581.78
77.30,965,930,-63.44,36.51,-92.40,-9.56
77.33,963,932,-65.89,56.24,-73.50,591.78
77.37,961,934,-62.93,57.65,88.66,42.35
77.40,959,935,-58.29,34.01,139.36,-709.22
77.43,959,936,-6.20,22.32,1562.59,-350.52
77.47,957,937,-63.45,35.88,-1717.38,406.71
77.50,955,939,-61.08,57.00,71.03,633.53
77.53,953,940,-59.77,34.86,39.33,-664.18
77.57,951,942,-66.24,56.68,-194.24,654.62
77.60,948,944,-66.26,56.27,-0.44,-12.36
77.63,946,945,-56.76,34.39,284.93,-656.32
77.67,944,947,-66.25,56.88,-284.77,674.62
77.70,942,949,-64.32,56.58,57.90,-9.06
77.73,940,950,-55.23,33.33,272.79,-697.52
77.77,938,952,-66.62,56.97,-341.78,709.22
77.80,936,954,-60.33,54.21,188.91,-82.62
77.83,934,955,-59.35,36.02,29.17,-545.80
77.87,932,957,-57.42,53.44,58.12,522.78
77.90,930,958,-57.19,34.46,6.76,-569.48
77.93,928,960,-61.60,55.37,-132.33,627.32
77.97,927,960,-49.15,13.76,373.54,-1248.38
78.00,924,962,-65.58,74.75,-492.96,1829.61
78.03,923,963,-44.33,10.86,637.59,-1916.56
78.07,921,965,-67.07,57.61,-682.25,1402.57
78.10,919,966,-52.13,34.15,448.35,-703.84
78.13,917,968,-54.00,52.93,-56.14,563.27
78.17,915,969,-57.81,54.33,-114.37,42.08
78.20,914,970,-45.34,12.42,374.19,-1257.44
78.23,911,972,-67.61,76.55,-668.30,1924.09
78.27,910,974,-46.14,33.44,644.35,-1293.42
78.30,908,975,-50.84,34.88,-141.28,43.34
78.33,906,977,-62.90,56.01,-361.61,633.91
78.37,905,978,-42.45,31.20,613.53,-744.27
78.40,903,979,-59.08,55.66,-499.05,733.61
78.43,901,981,-51.28,34.96,234.17,-620.84
78.47,899,982,-52.82,51.39,-46.36,492.90
78.50,898,984,-48.90,35.38,117.72,-480.38
78.53,896,985,-50.38,33.66,-44.33,-51.69
78.57,894,986,-57.11,53.34,-202.09,590.41
78.60,892,988,-48.30,34.69,264.33,-559.48
78.63,891,989,-39.70,30.31,258.12,-131.45
78.67,889,990,-53.63,35.20,-417.97,146.67
78.70,888,992,-49.41,51.61,126.62,492.30
78.73,886,993,-42.98,31.15,192.81,-613.59
78.77,884,994,-60.76,54.09,-533.33,688.24
78.80,883,995,-41.69,31.77,572.17,-669.62
78.83,881,996,-46.10,30.90,-132.44,-26.09
78.87,880,998,-49.31,35.45,-96.13,136.29
78.90,878,999,-40.22,27.59,272.68,-235.66
78.93,876,1000,-57.15,52.36,-508.01,743.01
78.97,875,1001,-45.53,31.87,348.65,-614.68
79.00,873,1002,-39.84,28.34,170.67,-106.02
79.03,872,1003,-46.21,31.39,-191.05,91.74
79.07,871,1004,-32.65,9.71,406.71,-650.50
79.10,869,1005,-53.16,51.79,-615.34,1262.44
79.13,868,1006,-40.76,29.23,372.11,-676.70
79.17,866,1007,-43.35,31.57,-77.62,69.98
79.20,865,1008,-30.48,9.88,385.95,-650.56
79.23,864,1009,-42.82,48.18,-370.13,1148.95
79.27,862,1010,-45.82,31.13,-90.14,-511.47
79.30,861,1011,-30.05,9.99,473.24,-634.13
79.33,860,1012,-51.71,49.33,-649.68,1180.10
79.37,859,1013,-23.41,7.36,848.91,-1259.20
79.40,857,1014,-44.84,31.33,-642.81,719.33
79.43,856,1015,-52.12,48.60,-218.46,517.90
79.47,855,1016,-20.12,7.03,959.99,-1247.06
79.50,853,1017,-42.70,30.52,-677.42,704.72
79.53,852,1017,-33.49,26.93,276.20,-107.56
79.57,852,1018,-20.52,6.36,389.08,-617.21
79.60,850,1019,-49.02,32.45,-855.01,782.56
79.63,849,1020,-34.01,45.00,450.49,376.61
79.67,848,1021,-37.97,29.49,-119.04,-465.33
79.70,847,1021,-27.70,8.11,308.33,-641.44
79.73,846,1022,-17.92,4.91,293.33,-95.97
79.77,845,1023,-48.78,49.85,-925.76,1348.19
79.80,844,1024,-25.85,8.12,687.85,-1251.89
79.83,843,1024,-25.19,7.32,19.89,-23.95
79.87,842,1025,-32.18,45.19,-209.95,1135.99
79.90,840,1026,-44.87,29.74,-380.62,-463.51
79.93,840,1027,-15.08,5.91,893.63,-714.66
79.97,839,1027,-24.93,7.68,-295.31,52.95
80.00,838,1028,-38.88,46.32,-418.41,1159.28
80.03,837,1029,-23.63,8.45,457.47,-1136.21
80.07,836,1029,-25.43,23.83,-54.11,461.43
80.10,835,1030,-27.20,8.73,-53.06,-452.86
80.13,834,1030,-23.36,22.60,115.08,415.83
80.17,833,1031,-38.21,28.36,-445.33,172.92
80.20,833,1032,-13.84,5.80,730.98,-676.65
80.23,831,1032,-38.74,27.77,-747.02,658.96
80.27,831,1033,-13.41,4.20,759.87,-707.19
80.30,830,1033,-32.32,23.72,-567.17,585.79
80.33,829,1034,-28.75,24.91,107.12,35.71
80.37,828,1034,-18.15,2.94,318.00,-659.18
80.40,827,1035,-39.50,26.37,-640.61,702.80
80.43,826,1035,-14.18,4.07,759.59,-668.85
80.47,826,1036,-19.68,5.29,-165.07,36.58
80.50,825,1036,-20.27,4.94,-17.63,-10.66
80.53,824,1036,-20.64,21.93,-11.15,509.88
80.57,823,1037,-28.03,9.62,-221.70,-369.36
80.60,823,1037,-18.31,20.88,291.63,337.83
80.63,822,1038,-20.01,4.60,-51.03,-488.56
80.67,822,1038,-11.64,3.31,251.26,-38.56
80.70,821,1038,-18.61,19.94,-209.01,498.78
80.73,820,1039,-27.76,8.58,-274.55,-340.80
80.77,820,1039,-16.42,19.09,340.14,315.31
80.80,819,1039,-17.80,4.86,-41.31,-426.82
80.83,818,1040,-23.28,21.08,-164.47,486.47
80.87,818,1040,-6.11,-15.28,514.98,-1090.61
80.90,817,1040,-22.53,18.98,-492.57,1027.66
80.93,817,1040,-10.77,2.86,352.72,-483.51
80.97,817,1040,-8.38,1.96,71.96,-26.92
81.00,816,1041,-17.51,4.02,-274.00,61.63
81.03,816,1041,-5.41,-0.33,363.10,-130.30
81.07,815,1041,-26.63,21.60,-636.88,657.64
81.10,815,1041,-5.74,-0.27,626.72,-656.10
81.13,814,1041,-18.13,3.90,-371.61,125.24
81.17,814,1041,-6.59,-0.73,346.18,-138.98
81.20,814,1041,-6.48,-0.05,3.30,20.43
81.23,814,1041,-6.60,-0.55,-3.46,-14.83
81.27,813,1041,-14.87,2.80,-248.13,100.31
81.30,813,1041,-5.35,-0.79,285.64,-107.67
81.33,813,1041,-5.93,-0.57,-17.41,6.59
81.37,812,1041,-7.74,-0.47,-54.44,3.19
81.40,812,1041,-12.32,1.31,-137.27,53.17
81.43,812,1041,-4.94,-0.96,221.37,-68.01
81.47,812,1041,-2.76,-2.48,65.26,-45.59
81.50,811,1041,-9.51,-15.42,-202.26,-388.26
81.53,811,1041,-10.33,16.52,-24.61,958.34
81.57,811,1041,1.40,-18.73,351.73,-1057.54
81.60,811,1041,-8.80,16.09,-306.02,1044.69
81.63,811,1041,-3.33,-0.82,164.08,-507.57
81.67,811,1041,3.87,-18.98,215.94,-544.70
81.70,811,1041,-11.54,-0.10,-462.19,566.46
81.73,810,1041,-1.55,-1.08,299.87,-29.33
81.77,810,1041,-0.21,15.27,40.05,490.54
81.80,811,1040,5.86,-20.13,182.21,-1062.27
81.83,810,1040,-9.55,1.92,-462.41,661.71
81.87,811,1040,6.86,-3.44,492.24,-160.95
81.90,810,1040,-8.45,2.11,-459.23,166.66
81.93,811,1040,8.70,-2.23,514.54,-130.30
81.97,810,1040,-8.14,2.73,-505.26,148.86
82.00,811,1040,8.35,-2.33,494.66,-151.83
82.03,810,1040,-8.36,2.41,-501.09,142.16
82.07,811,1040,8.41,-2.20,502.95,-138.43
82.10,811,1040,2.15,1.57,-187.92,113.27
82.13,810,1041,-9.37,4.40,-345.47,84.92
82.17,811,1041,9.78,-2.10,574.48,-195.01
82.20,810,1041,-8.65,4.21,-552.83,189.29
82.23,810,1041,1.67,16.00,309.59,353.65
82.27,811,1041,3.31,0.59,49.11,-462.41
82.30,810,1041,-7.39,2.16,-320.97,47.24
82.33,811,1041,6.84,-15.46,427.04,-528.55
82.37,811,1041,3.38,15.29,-103.99,922.30
82.40,811,1041,-4.49,-13.77,-236.15,-871.77
82.43,811,1041,2.46,14.59,208.47,851.00
82.47,811,1041,6.27,-17.29,114.31,-956.58
82.50,810,1041,-17.60,20.56,-715.87,1135.44
82.53,810,1041,6.39,-1.90,719.66,-673.57
82.57,810,1041,-7.38,1.66,-413.31,106.79
82.60,810,1041,1.03,-2.49,252.58,-124.58
82.63,810,1041,-2.98,-16.81,-120.47,-429.68
82.67,810,1041,-9.23,17.27,-187.43,1022.39
82.70,810,1041,3.83,-19.32,391.61,-1097.53
82.73,810,1041,-0.85,-1.32,-140.13,539.87
82.77,810,1041,-11.66,16.85,-324.32,545.03
82.80,810,1041,5.11,-19.70,503.01,-1096.44
82.83,809,1041,-14.19,0.99,-579.09,620.84
82.87,809,1040,-1.53,-3.69,380.02,-140.41
82.90,809,1040,-4.79,-1.66,-98.00,60.97
82.93,809,1040,2.89,-20.30,230.38,-559.20
82.97,809,1040,-4.18,-1.64,-212.09,559.53
83.00,809,1040,-10.35,16.73,-184.95,551.18
83.03,808,1040,-4.33,-1.76,180.45,-554.59
83.07,808,1040,-4.84,-17.62,-15.11,-475.82
83.10,808,1039,5.52,-3.71,310.58,417.37
83.13,808,1039,-13.24,0.60,-562.66,129.09
83.17,808,1039,-4.84,-1.23,252.08,-54.71
83.20,808,1039,-5.65,-0.77,-24.39,13.62
83.23,807,1039,-6.65,-0.82,-29.99,-1.43
83.27,807,1039,-8.70,-16.80,-61.52,-479.44
83.30,807,1039,-10.05,17.01,-40.37,1014.48
83.33,807,1039,-5.74,-0.79,129.09,-534.27
83.37,806,1039,-14.67,0.89,-267.90,50.65
83.40,806,1039,-5.35,-0.49,279.60,-41.64
83.43,806,1039,0.01,-18.43,161.00,-538.00
83.47,806,1039,-13.91,17.77,-417.70,1086.00
83.50,805,1039,-15.52,2.67,-48.28,-453.08
83.53,805,1039,-6.68,-0.14,265.16,-84.37
83.57,804,1040,-19.71,4.18,-391.06,129.75
83.60,804,1040,-5.59,0.29,423.63,-116.78
83.63,803,1040,-20.52,4.39,-447.69,123.05
83.67,803,1040,-12.82,18.67,230.99,428.47
83.70,803,1040,-8.57,3.29,127.44,-461.43
83.73,801,1041,-35.87,24.26,-819.03,628.97
83.77,801,1041,-7.44,4.05,852.87,-606.12
83.80,800,1042,-19.23,7.11,-353.65,91.74
83.83,800,1042,-9.70,3.91,286.03,-96.02
83.87,800,1043,-16.64,22.08,-208.30,545.14
83.90,799,1043,-30.25,9.90,-408.31,-365.41
83.93,798,1044,-15.60,24.53,439.51,438.79
83.97,797,1045,-26.96,26.23,-340.91,51.09
84.00,796,1045,-21.46,8.64,164.96,-527.89
84.03,796,1046,-21.57,43.35,-3.30,1041.50
84.07,794,1047,-37.02,30.41,-463.46,-388.26
84.10,794,1048,-12.19,7.19,744.98,-696.64
84.13,793,1048,-27.68,27.86,-464.67,620.18
84.17,792,1049,-30.23,29.62,-76.46,52.62
84.20,791,1050,-29.94,30.01,8.68,11.98
84.23,790,1051,-29.81,29.79,3.74,-6.81
84.27,789,1053,-40.33,32.04,-315.53,67.46
84.30,788,1053,-31.49,29.00,265.26,-91.19
84.33,787,1054,-13.66,8.51,534.76,-614.58
84.37,786,1055,-49.87,51.26,-1086.33,1282.43
84.40,785,1056,-21.59,27.71,848.53,-706.31
84.43,783,1058,-46.18,34.54,-737.57,204.79
84.47,782,1059,-46.13,32.70,1.48,-55.15
84.50,781,1060,-21.67,27.76,733.56,-148.43
84.53,779,1061,-49.24,34.10,-827.00,190.39
84.57,778,1062,-35.87,30.71,401.00,-101.73
84.60,777,1063,-49.05,33.50,-395.29,83.83
84.63,775,1064,-38.01,30.20,331.29,-99.10
84.67,774,1066,-55.13,52.00,-513.67,654.02
84.70,772,1066,-32.51,12.54,678.52,-1184.00
84.73,771,1067,-50.80,34.75,-548.55,666.43
84.77,770,1068,-33.42,11.40,521.30,-700.60
84.80,768,1068,-63.12,18.07,-890.99,200.28
84.83,766,1069,-37.57,15.38,766.63,-80.86
84.87,765,1069,-36.65,15.69,27.58,9.34
84.90,762,1070,-85.44,33.13,-1463.76,523.39
84.93,761,1071,-37.95,22.55,1424.65,-317.40
84.97,759,1073,-54.48,49.13,-495.92,797.17
85.00,757,1074,-54.25,49.95,6.87,24.72
85.03,755,1076,-59.68,55.62,-162.76,170.18
85.07,753,1080,-59.96,122.12,-8.51,1995.01
85.10,752,1081,-55.26,17.13,141.17,-3149.78
85.13,749,1082,-62.19,49.66,-207.92,975.92
85.17,747,1084,-60.24,48.30,58.28,-40.76
85.20,745,1086,-61.83,58.68,-47.63,311.24
